sno,age,job,salary,marital,education,housing,loan,,,
5393,26,management,100000,single,tertiary,no,no,,,
5394,61,management,100000,married,secondary,no,no,,,
5395,70,management,100000,married,tertiary,no,no,,,
5396,71,retired,55000,married,unknown,no,no,,,
5397,52,management,100000,married,tertiary,no,no,,,
5398,55,management,100000,married,tertiary,no,no,,,
5399,58,technician,60000,married,tertiary,no,no,,,
5400,37,management,100000,married,tertiary,no,no,,,
5401,22,student,4000,single,secondary,no,no,,,
5402,30,student,4000,single,secondary,no,no,,,
5403,79,housemaid,16000,married,primary,no,no,,,
5404,30,blue-collar,20000,married,secondary,no,no,,,
5405,39,services,70000,single,secondary,no,no,,,
5406,55,technician,60000,divorced,tertiary,no,no,,,
5407,35,management,100000,divorced,tertiary,yes,no,,,
5408,32,technician,60000,married,tertiary,no,no,,,
5409,44,management,100000,married,tertiary,yes,no,,,
5410,34,housemaid,16000,married,tertiary,no,no,,,
5411,64,retired,55000,married,secondary,no,no,,,
5412,65,retired,55000,married,secondary,no,no,,,
5413,31,management,100000,married,tertiary,yes,no,,,
5414,55,technician,60000,married,secondary,no,yes,,,
5415,34,management,100000,single,tertiary,no,no,,,
5416,49,technician,60000,single,secondary,yes,no,,,
5417,49,entrepreneur,120000,single,tertiary,no,no,,,
5418,69,housemaid,16000,married,primary,no,no,,,
5419,60,management,100000,married,secondary,no,no,,,
5420,67,retired,55000,divorced,tertiary,no,no,,,
5421,49,management,100000,married,tertiary,no,no,,,
5422,56,housemaid,16000,divorced,secondary,no,no,,,
5423,67,retired,55000,married,unknown,no,no,,,
5424,57,retired,55000,married,tertiary,no,no,,,
5425,58,retired,55000,married,tertiary,no,no,,,
5426,43,admin.,50000,married,secondary,no,no,,,
5427,63,retired,55000,married,secondary,no,no,,,
5428,22,admin.,50000,single,secondary,no,yes,,,
5429,89,retired,55000,married,tertiary,no,no,,,
5430,26,management,100000,single,tertiary,no,no,,,
5431,35,technician,60000,single,tertiary,yes,no,,,
5432,25,technician,60000,single,tertiary,no,no,,,
5433,38,admin.,50000,divorced,secondary,yes,yes,,,
5434,51,management,100000,married,tertiary,yes,yes,,,
5435,59,retired,55000,divorced,secondary,no,no,,,
5436,44,admin.,50000,married,secondary,no,no,,,
5437,42,management,100000,married,tertiary,no,no,,,
5438,76,retired,55000,married,tertiary,no,no,,,
5439,29,management,100000,single,tertiary,no,no,,,
5440,32,management,100000,married,tertiary,no,no,,,
5441,30,management,100000,single,tertiary,no,no,,,
5442,39,technician,60000,single,tertiary,no,no,,,
5443,38,technician,60000,married,secondary,no,no,,,
5444,36,admin.,50000,single,secondary,no,no,,,
5445,47,housemaid,16000,divorced,secondary,no,no,,,
5446,81,retired,55000,married,secondary,no,no,,,
5447,22,student,4000,single,tertiary,no,no,,,
5448,34,management,100000,married,tertiary,no,no,,,
5449,28,student,4000,single,secondary,no,no,,,
5450,74,retired,55000,married,primary,no,no,,,
5451,25,entrepreneur,120000,single,tertiary,no,no,,,
5452,34,self-employed,60000,single,tertiary,no,no,,,
5453,59,management,100000,married,tertiary,no,no,,,
5454,59,management,100000,married,tertiary,yes,no,,,
5455,63,retired,55000,married,primary,no,no,,,
5456,27,technician,60000,single,tertiary,no,no,,,
5457,51,blue-collar,20000,married,secondary,yes,no,,,
5458,33,management,100000,single,tertiary,no,no,,,
5459,28,student,4000,single,secondary,no,no,,,
5460,62,self-employed,60000,divorced,secondary,yes,no,,,
5461,43,management,100000,married,tertiary,no,no,,,
5462,50,management,100000,married,tertiary,no,no,,,
5463,24,student,4000,single,secondary,no,no,,,
5464,73,retired,55000,married,unknown,no,no,,,
5465,35,management,100000,single,tertiary,no,no,,,
5466,45,housemaid,16000,married,secondary,no,no,,,
5467,33,admin.,50000,single,secondary,no,no,,,
5468,46,admin.,50000,married,secondary,no,no,,,
5469,48,management,100000,divorced,tertiary,yes,no,,,
5470,58,technician,60000,married,secondary,no,no,,,
5471,34,admin.,50000,married,secondary,yes,no,,,
5472,34,technician,60000,married,tertiary,no,no,,,
5473,37,admin.,50000,single,secondary,no,no,,,
5474,61,management,100000,married,secondary,no,no,,,
5475,42,management,100000,married,primary,yes,no,,,
5476,21,student,4000,single,secondary,no,no,,,
5477,20,student,4000,single,secondary,no,no,,,
5478,60,admin.,50000,married,secondary,no,no,,,
5479,60,housemaid,16000,divorced,secondary,no,no,,,
5480,25,student,4000,single,secondary,no,no,,,
5481,39,management,100000,married,secondary,yes,no,,,
5482,60,housemaid,16000,married,primary,no,no,,,
5483,47,management,100000,married,tertiary,no,yes,,,
5484,52,admin.,50000,divorced,secondary,yes,no,,,
5485,64,retired,55000,divorced,secondary,no,no,,,
5486,31,management,100000,married,tertiary,no,no,,,
5487,61,admin.,50000,married,secondary,yes,no,,,
5488,25,student,4000,single,secondary,no,no,,,
5489,18,student,4000,single,unknown,no,no,,,
5490,34,admin.,50000,married,tertiary,no,no,,,
5491,37,admin.,50000,married,secondary,yes,no,,,
5492,53,technician,60000,married,tertiary,yes,no,,,
5493,39,admin.,50000,married,unknown,no,no,,,
5494,65,retired,55000,married,secondary,no,yes,,,
5495,50,technician,60000,married,secondary,no,no,,,
5496,27,student,4000,single,tertiary,no,no,,,
5497,22,student,4000,single,secondary,no,no,,,
5498,43,admin.,50000,single,secondary,yes,no,,,
5499,59,management,100000,married,tertiary,no,no,,,
5500,27,management,100000,single,tertiary,no,no,,,
5501,53,retired,55000,divorced,tertiary,yes,no,,,
5502,28,student,4000,single,tertiary,yes,no,,,
5503,38,technician,60000,married,secondary,no,no,,,
5504,71,retired,55000,divorced,secondary,no,no,,,
5505,32,admin.,50000,married,tertiary,no,no,,,
5506,57,management,100000,married,tertiary,no,no,,,
5507,28,blue-collar,20000,married,secondary,yes,no,,,
5508,59,unemployed,8000,married,secondary,no,no,,,
5509,71,retired,55000,married,tertiary,no,no,,,
5510,64,retired,55000,married,tertiary,no,no,,,
5511,44,management,100000,married,unknown,no,no,,,
5512,29,management,100000,single,tertiary,no,no,,,
5513,51,technician,60000,married,secondary,no,no,,,
5514,70,retired,55000,married,primary,no,no,,,
5515,48,housemaid,16000,married,tertiary,no,no,,,
5516,37,management,100000,married,tertiary,no,no,,,
5517,58,management,100000,married,tertiary,no,no,,,
5518,66,retired,55000,married,primary,no,no,,,
5519,18,student,4000,single,secondary,no,no,,,
5520,39,technician,60000,married,secondary,no,no,,,
5521,42,admin.,50000,married,secondary,no,no,,,
5522,40,unemployed,8000,married,tertiary,no,no,,,
5523,51,housemaid,16000,married,unknown,yes,no,,,
5524,77,retired,55000,married,primary,no,no,,,
5525,72,retired,55000,married,secondary,no,no,,,
5526,40,management,100000,single,tertiary,yes,no,,,
5527,35,admin.,50000,single,secondary,yes,no,,,
5528,23,student,4000,single,secondary,no,no,,,
5529,57,housemaid,16000,married,secondary,no,no,,,
5530,37,blue-collar,20000,married,primary,yes,no,,,
5531,37,technician,60000,married,tertiary,yes,no,,,
5532,30,student,4000,married,tertiary,no,no,,,
5533,33,management,100000,married,secondary,no,no,,,
5534,45,unknown,0,married,tertiary,no,no,,,
5535,64,housemaid,16000,married,primary,no,no,,,
5536,53,technician,60000,married,secondary,no,no,,,
5537,64,retired,55000,divorced,tertiary,no,no,,,
5538,34,student,4000,single,unknown,no,no,,,
5539,36,self-employed,60000,married,tertiary,no,no,,,
5540,18,student,4000,single,unknown,no,no,,,
5541,34,admin.,50000,single,secondary,yes,yes,,,
5542,64,retired,55000,married,tertiary,no,no,,,
5543,69,retired,55000,married,secondary,no,no,,,
5544,48,management,100000,married,tertiary,no,no,,,
5545,36,management,100000,married,tertiary,no,no,,,
5546,43,services,70000,married,secondary,no,no,,,
5547,49,technician,60000,married,secondary,yes,no,,,
5548,43,management,100000,divorced,tertiary,yes,no,,,
5549,28,management,100000,single,tertiary,yes,no,,,
5550,63,housemaid,16000,married,primary,no,no,,,
5551,36,services,70000,married,secondary,yes,no,,,
5552,35,technician,60000,single,tertiary,yes,no,,,
5553,70,retired,55000,married,secondary,no,no,,,
5554,60,technician,60000,single,primary,no,no,,,
5555,26,student,4000,single,secondary,no,no,,,
5556,61,retired,55000,married,secondary,no,no,,,
5557,84,retired,55000,married,primary,no,no,,,
5558,86,retired,55000,divorced,primary,no,no,,,
5559,40,technician,60000,married,secondary,no,no,,,
5560,64,retired,55000,married,unknown,no,no,,,
5561,72,retired,55000,married,secondary,no,no,,,
5562,42,management,100000,married,tertiary,no,no,,,
5563,60,retired,55000,married,tertiary,no,no,,,
5564,43,management,100000,single,tertiary,yes,no,,,
5565,39,technician,60000,divorced,secondary,no,no,,,
5566,21,student,4000,single,primary,no,no,,,
5567,25,student,4000,single,secondary,no,no,,,
5568,36,technician,60000,single,tertiary,no,no,,,
5569,51,management,100000,married,tertiary,no,no,,,
5570,57,management,100000,divorced,unknown,no,no,,,
5571,31,management,100000,single,tertiary,no,no,,,
5572,29,technician,60000,single,secondary,no,no,,,
5573,28,management,100000,single,tertiary,yes,no,,,
5574,36,blue-collar,20000,single,secondary,yes,no,,,
5575,26,student,4000,single,tertiary,no,no,,,
5576,59,retired,55000,married,secondary,no,no,,,
5577,66,retired,55000,married,secondary,no,no,,,
5578,33,technician,60000,single,tertiary,no,no,,,
5579,25,admin.,50000,single,tertiary,no,yes,,,
5580,29,technician,60000,single,secondary,no,no,,,
5581,36,technician,60000,single,secondary,yes,no,,,
5582,29,technician,60000,single,secondary,no,no,,,
5583,28,admin.,50000,single,secondary,no,no,,,
5584,43,technician,60000,divorced,secondary,no,no,,,
5585,68,retired,55000,married,tertiary,no,no,,,
5586,31,blue-collar,20000,single,primary,yes,no,,,
5587,62,unemployed,8000,married,secondary,no,no,,,
5588,32,admin.,50000,married,secondary,no,no,,,
5589,36,admin.,50000,divorced,tertiary,yes,yes,,,
5590,34,technician,60000,single,secondary,no,no,,,
5591,26,services,70000,single,secondary,no,no,,,
5592,65,retired,55000,divorced,tertiary,no,no,,,
5593,42,admin.,50000,married,secondary,yes,no,,,
5594,32,management,100000,married,tertiary,no,no,,,
5595,34,technician,60000,single,tertiary,no,no,,,
5596,28,management,100000,single,tertiary,yes,no,,,
5597,39,management,100000,married,tertiary,yes,no,,,
5598,72,retired,55000,divorced,primary,no,no,,,
5599,34,blue-collar,20000,married,secondary,yes,no,,,
5600,35,technician,60000,single,tertiary,yes,no,,,
5601,29,unemployed,8000,single,tertiary,no,no,,,
5602,30,management,100000,married,tertiary,yes,no,,,
5603,66,admin.,50000,divorced,secondary,no,no,,,
5604,28,management,100000,single,tertiary,no,no,,,
5605,32,technician,60000,married,tertiary,yes,no,,,
5606,62,retired,55000,married,secondary,no,no,,,
5607,39,blue-collar,20000,single,primary,no,no,,,
5608,32,technician,60000,married,secondary,no,no,,,
5609,22,student,4000,single,secondary,no,no,,,
5610,38,technician,60000,single,tertiary,no,no,,,
5611,55,admin.,50000,divorced,secondary,no,no,,,
5612,36,management,100000,single,tertiary,no,no,,,
5613,76,retired,55000,married,primary,no,no,,,
5614,34,blue-collar,20000,married,secondary,yes,no,,,
5615,34,management,100000,single,tertiary,no,no,,,
5616,33,technician,60000,single,tertiary,no,no,,,
5617,34,self-employed,60000,married,tertiary,no,no,,,
5618,36,unemployed,8000,single,tertiary,yes,no,,,
5619,73,retired,55000,married,secondary,no,no,,,
5620,27,student,4000,single,tertiary,no,no,,,
5621,45,management,100000,married,tertiary,yes,yes,,,
5622,63,retired,55000,married,secondary,no,no,,,
5623,49,self-employed,60000,married,tertiary,yes,yes,,,
5624,55,management,100000,married,unknown,yes,no,,,
5625,41,management,100000,married,tertiary,yes,no,,,
5626,55,management,100000,married,tertiary,yes,no,,,
5627,52,blue-collar,20000,married,secondary,yes,no,,,
5628,34,services,70000,single,secondary,no,no,,,
5629,53,management,100000,divorced,tertiary,yes,no,,,
5630,49,management,100000,single,tertiary,no,no,,,
5631,38,blue-collar,20000,married,secondary,yes,no,,,
5632,25,technician,60000,single,tertiary,no,no,,,
5633,37,unemployed,8000,married,tertiary,no,no,,,
5634,22,services,70000,single,secondary,no,no,,,
5635,30,blue-collar,20000,married,primary,yes,no,,,
5636,36,technician,60000,married,secondary,no,no,,,
5637,34,blue-collar,20000,single,secondary,no,no,,,
5638,33,technician,60000,single,secondary,yes,no,,,
5639,21,student,4000,single,secondary,no,no,,,
5640,23,student,4000,single,secondary,no,no,,,
5641,32,entrepreneur,120000,single,tertiary,no,no,,,
5642,43,management,100000,divorced,unknown,no,no,,,
5643,74,retired,55000,married,primary,no,no,,,
5644,39,management,100000,married,tertiary,yes,no,,,
5645,35,management,100000,married,tertiary,no,no,,,
5646,62,retired,55000,married,secondary,no,no,,,
5647,43,unemployed,8000,married,unknown,yes,no,,,
5648,26,management,100000,single,tertiary,no,no,,,
5649,48,management,100000,divorced,tertiary,yes,no,,,
5650,63,retired,55000,married,unknown,no,no,,,
5651,45,technician,60000,married,unknown,yes,no,,,
5652,63,entrepreneur,120000,married,primary,no,no,,,
5653,37,entrepreneur,120000,married,tertiary,no,no,,,
5654,82,retired,55000,married,primary,no,no,,,
5655,24,technician,60000,single,secondary,no,no,,,
5656,30,admin.,50000,single,tertiary,no,no,,,
5657,36,management,100000,married,tertiary,no,no,,,
5658,27,admin.,50000,married,secondary,no,no,,,
5659,51,management,100000,married,tertiary,no,no,,,
5660,25,services,70000,single,secondary,yes,no,,,
5661,35,technician,60000,single,secondary,no,no,,,
5662,48,technician,60000,married,secondary,yes,no,,,
5663,70,retired,55000,married,secondary,no,no,,,
5664,63,retired,55000,married,secondary,no,no,,,
5665,39,admin.,50000,married,secondary,yes,no,,,
5666,34,services,70000,single,secondary,yes,no,,,
5667,38,management,100000,married,tertiary,yes,no,,,
5668,44,admin.,50000,married,secondary,yes,no,,,
5669,19,student,4000,single,secondary,no,no,,,
5670,32,management,100000,married,tertiary,no,no,,,
5671,46,admin.,50000,married,tertiary,no,no,,,
5672,71,retired,55000,married,tertiary,no,no,,,
5673,83,retired,55000,divorced,primary,no,no,,,
5674,44,technician,60000,single,tertiary,no,no,,,
5675,37,admin.,50000,single,secondary,yes,yes,,,
5676,36,management,100000,married,tertiary,yes,no,,,
5677,31,self-employed,60000,single,tertiary,no,no,,,
5678,32,admin.,50000,married,secondary,no,no,,,
5679,51,management,100000,married,tertiary,no,no,,,
5680,72,management,100000,married,secondary,no,no,,,
5681,27,admin.,50000,single,tertiary,no,yes,,,
5682,45,housemaid,16000,married,tertiary,yes,no,,,
5683,40,unemployed,8000,single,tertiary,no,no,,,
5684,30,admin.,50000,divorced,secondary,no,no,,,
5685,62,management,100000,married,tertiary,no,no,,,
5686,55,management,100000,married,tertiary,yes,yes,,,
5687,69,retired,55000,divorced,secondary,no,no,,,
5688,46,management,100000,married,tertiary,no,no,,,
5689,30,admin.,50000,single,secondary,no,no,,,
5690,73,retired,55000,single,secondary,no,no,,,
5691,47,management,100000,married,tertiary,yes,no,,,
5692,55,management,100000,married,primary,no,no,,,
5693,35,technician,60000,married,secondary,yes,no,,,
5694,60,retired,55000,married,secondary,no,no,,,
5695,57,management,100000,divorced,tertiary,yes,no,,,
5696,30,management,100000,single,tertiary,no,no,,,
5697,52,technician,60000,married,secondary,no,no,,,
5698,37,unemployed,8000,married,unknown,no,no,,,
5699,69,retired,55000,married,secondary,no,no,,,
5700,24,student,4000,single,secondary,no,no,,,
5701,43,management,100000,married,tertiary,yes,no,,,
5702,26,management,100000,single,tertiary,no,no,,,
5703,59,admin.,50000,single,secondary,no,no,,,
5704,31,technician,60000,single,tertiary,no,no,,,
5705,26,technician,60000,single,secondary,yes,no,,,
5706,73,retired,55000,married,unknown,no,no,,,
5707,30,admin.,50000,single,secondary,no,no,,,
5708,62,housemaid,16000,married,secondary,no,no,,,
5709,51,housemaid,16000,married,primary,no,no,,,
5710,33,student,4000,single,unknown,no,no,,,
5711,35,management,100000,single,tertiary,no,no,,,
5712,32,management,100000,married,tertiary,yes,no,,,
5713,19,student,4000,single,secondary,no,no,,,
5714,65,housemaid,16000,married,primary,yes,no,,,
5715,74,retired,55000,married,primary,no,no,,,
5716,38,blue-collar,20000,married,primary,no,no,,,
5717,48,management,100000,married,primary,no,no,,,
5718,64,retired,55000,married,tertiary,no,no,,,
5719,36,technician,60000,married,tertiary,no,no,,,
5720,55,admin.,50000,married,secondary,no,no,,,
5721,72,retired,55000,married,secondary,no,no,,,
5722,63,retired,55000,married,tertiary,no,no,,,
5723,35,management,100000,single,tertiary,no,no,,,
5724,62,unknown,0,married,secondary,no,no,,,
5725,33,technician,60000,married,secondary,no,no,,,
5726,57,retired,55000,married,tertiary,no,yes,,,
5727,42,management,100000,single,tertiary,no,no,,,
5728,64,unknown,0,married,unknown,no,no,,,
5729,33,management,100000,married,tertiary,no,no,,,
5730,24,admin.,50000,single,tertiary,yes,no,,,
5731,41,management,100000,single,tertiary,no,no,,,
5732,52,technician,60000,married,secondary,yes,no,,,
5733,53,housemaid,16000,married,secondary,yes,no,,,
5734,25,management,100000,single,tertiary,no,no,,,
5735,34,management,100000,single,tertiary,no,no,,,
5736,78,retired,55000,married,primary,no,no,,,
5737,86,retired,55000,divorced,unknown,no,no,,,
5738,27,entrepreneur,120000,married,tertiary,no,yes,,,
5739,36,services,70000,married,secondary,yes,no,,,
5740,31,management,100000,single,tertiary,no,no,,,
5741,25,management,100000,single,tertiary,no,no,,,
5742,45,management,100000,single,tertiary,no,no,,,
5743,35,self-employed,60000,single,tertiary,no,no,,,
5744,24,unemployed,8000,single,secondary,no,no,,,
5745,59,management,100000,married,tertiary,no,no,,,
5746,26,admin.,50000,single,secondary,no,yes,,,
5747,57,management,100000,married,primary,yes,no,,,
5748,47,retired,55000,single,primary,no,no,,,
5749,50,admin.,50000,married,tertiary,no,no,,,
5750,31,management,100000,married,tertiary,yes,no,,,
5751,70,retired,55000,divorced,secondary,no,no,,,
5752,22,student,4000,single,unknown,no,no,,,
5753,43,blue-collar,20000,married,secondary,no,no,,,
5754,18,student,4000,single,unknown,no,no,,,
5755,34,management,100000,married,tertiary,yes,no,,,
5756,33,self-employed,60000,married,secondary,no,no,,,
5757,24,technician,60000,single,secondary,no,no,,,
5758,56,retired,55000,married,unknown,no,no,,,
5759,25,admin.,50000,single,secondary,no,no,,,
5760,26,management,100000,single,tertiary,yes,no,,,
5761,32,management,100000,single,tertiary,no,no,,,
5762,28,management,100000,single,secondary,no,no,,,
5763,31,management,100000,single,tertiary,yes,no,,,
5764,25,student,4000,single,unknown,no,no,,,
5765,39,technician,60000,married,secondary,yes,no,,,
5766,58,management,100000,married,tertiary,no,no,,,
5767,19,student,4000,single,secondary,no,no,,,
5768,37,blue-collar,20000,married,secondary,no,no,,,
5769,42,management,100000,married,tertiary,no,no,,,
5770,30,blue-collar,20000,single,secondary,no,yes,,,
5771,57,admin.,50000,divorced,secondary,no,no,,,
5772,76,retired,55000,divorced,primary,no,no,,,
5773,79,retired,55000,married,secondary,no,no,,,
5774,40,admin.,50000,married,secondary,no,no,,,
5775,70,retired,55000,married,primary,no,no,,,
5776,35,management,100000,married,tertiary,no,no,,,
5777,30,management,100000,single,tertiary,no,no,,,
5778,60,retired,55000,married,secondary,no,no,,,
5779,50,blue-collar,20000,married,primary,no,no,,,
5780,35,technician,60000,married,secondary,yes,yes,,,
5781,51,unemployed,8000,married,secondary,no,no,,,
5782,71,retired,55000,married,tertiary,yes,no,,,
5783,81,retired,55000,divorced,primary,no,no,,,
5784,30,services,70000,married,secondary,no,no,,,
5785,31,management,100000,single,tertiary,no,no,,,
5786,67,retired,55000,married,unknown,no,no,,,
5787,69,retired,55000,married,secondary,no,no,,,
5788,45,admin.,50000,married,secondary,yes,no,,,
5789,77,retired,55000,single,primary,no,no,,,
5790,62,retired,55000,married,secondary,no,yes,,,
5791,82,unknown,0,divorced,unknown,no,no,,,
5792,32,admin.,50000,single,secondary,yes,no,,,
5793,70,retired,55000,single,primary,no,no,,,
5794,32,self-employed,60000,married,tertiary,yes,no,,,
5795,34,management,100000,married,tertiary,no,no,,,
5796,28,admin.,50000,single,secondary,yes,yes,,,
5797,67,self-employed,60000,married,tertiary,no,no,,,
5798,45,management,100000,married,tertiary,no,no,,,
5799,32,blue-collar,20000,married,secondary,yes,no,,,
5800,32,management,100000,single,tertiary,yes,yes,,,
5801,62,retired,55000,married,primary,no,no,,,
5802,38,management,100000,married,tertiary,no,no,,,
5803,53,entrepreneur,120000,married,primary,yes,no,,,
5804,26,student,4000,single,tertiary,no,no,,,
5805,61,retired,55000,married,primary,no,no,,,
5806,60,admin.,50000,married,unknown,no,no,,,
5807,23,student,4000,single,primary,no,no,,,
5808,67,retired,55000,married,primary,no,no,,,
5809,38,unknown,0,single,tertiary,no,no,,,
5810,72,retired,55000,married,secondary,no,no,,,
5811,30,management,100000,single,tertiary,yes,no,,,
5812,58,housemaid,16000,married,primary,no,no,,,
5813,27,student,4000,single,tertiary,yes,no,,,
5814,56,admin.,50000,single,secondary,yes,no,,,
5815,61,retired,55000,married,secondary,no,no,,,
5816,42,technician,60000,married,secondary,no,no,,,
5817,36,management,100000,married,tertiary,no,no,,,
5818,20,student,4000,single,unknown,no,no,,,
5819,47,technician,60000,married,secondary,yes,no,,,
5820,63,retired,55000,married,secondary,no,no,,,
5821,73,retired,55000,married,unknown,no,no,,,
5822,46,blue-collar,20000,married,secondary,yes,no,,,
5823,32,management,100000,single,tertiary,yes,no,,,
5824,73,retired,55000,married,tertiary,no,no,,,
5825,49,entrepreneur,120000,divorced,tertiary,no,no,,,
5826,28,blue-collar,20000,single,secondary,no,no,,,
5827,46,management,100000,married,tertiary,no,no,,,
5828,74,retired,55000,married,primary,no,no,,,
5829,71,retired,55000,divorced,tertiary,yes,no,,,
5830,37,management,100000,married,tertiary,no,no,,,
5831,31,self-employed,60000,single,tertiary,no,no,,,
5832,28,management,100000,married,secondary,yes,no,,,
5833,41,admin.,50000,divorced,secondary,yes,yes,,,
5834,20,student,4000,single,secondary,no,no,,,
5835,28,management,100000,single,tertiary,no,no,,,
5836,73,retired,55000,married,primary,no,no,,,
5837,37,management,100000,married,tertiary,no,no,,,
5838,47,technician,60000,divorced,secondary,no,no,,,
5839,49,technician,60000,divorced,tertiary,yes,no,,,
5840,48,management,100000,married,tertiary,no,no,,,
5841,46,management,100000,married,tertiary,yes,no,,,
5842,40,admin.,50000,married,secondary,no,no,,,
5843,57,blue-collar,20000,married,primary,no,no,,,
5844,50,housemaid,16000,married,secondary,no,no,,,
5845,34,blue-collar,20000,married,secondary,no,no,,,
5846,56,services,70000,married,secondary,no,no,,,
5847,31,student,4000,single,tertiary,no,no,,,
5848,32,technician,60000,single,tertiary,no,no,,,
5849,50,management,100000,divorced,tertiary,no,no,,,
5850,54,unemployed,8000,divorced,secondary,no,no,,,
5851,48,management,100000,married,tertiary,no,no,,,
5852,26,management,100000,single,tertiary,no,no,,,
5853,33,management,100000,married,tertiary,no,no,,,
5854,50,management,100000,married,tertiary,no,no,,,
5855,40,technician,60000,married,tertiary,no,no,,,
5856,31,management,100000,single,tertiary,no,no,,,
5857,29,management,100000,single,unknown,no,no,,,
5858,29,management,100000,single,tertiary,yes,no,,,
5859,40,technician,60000,married,secondary,no,no,,,
5860,28,technician,60000,single,tertiary,no,no,,,
5861,76,retired,55000,married,secondary,no,no,,,
5862,52,housemaid,16000,married,primary,no,no,,,
5863,38,technician,60000,married,secondary,no,no,,,
5864,34,management,100000,single,tertiary,yes,no,,,
5865,23,student,4000,single,secondary,no,no,,,
5866,71,retired,55000,married,primary,no,no,,,
5867,71,retired,55000,married,primary,no,no,,,
5868,35,management,100000,single,tertiary,no,no,,,
5869,25,management,100000,single,tertiary,yes,no,,,
5870,46,management,100000,married,tertiary,no,no,,,
5871,41,student,4000,single,secondary,yes,no,,,
5872,26,management,100000,single,tertiary,no,no,,,
5873,25,management,100000,single,tertiary,no,no,,,
5874,28,admin.,50000,single,secondary,no,no,,,
5875,70,retired,55000,married,tertiary,no,no,,,
5876,59,technician,60000,married,tertiary,no,no,,,
5877,83,retired,55000,married,primary,no,no,,,
5878,43,management,100000,divorced,tertiary,no,no,,,
5879,46,management,100000,single,secondary,no,no,,,
5880,45,blue-collar,20000,married,secondary,no,no,,,
5881,37,admin.,50000,single,tertiary,yes,no,,,
5882,71,retired,55000,divorced,secondary,no,no,,,
5883,65,management,100000,divorced,tertiary,no,no,,,
5884,27,management,100000,single,tertiary,no,no,,,
5885,44,technician,60000,married,secondary,no,no,,,
5886,19,student,4000,single,unknown,no,no,,,
5887,32,management,100000,divorced,tertiary,yes,no,,,
5888,47,admin.,50000,married,secondary,no,no,,,
5889,37,management,100000,married,tertiary,no,no,,,
5890,39,admin.,50000,married,secondary,no,no,,,
5891,44,management,100000,married,tertiary,no,no,,,
5892,80,retired,55000,married,primary,no,no,,,
5893,52,admin.,50000,married,secondary,no,no,,,
5894,42,management,100000,divorced,tertiary,no,no,,,
5895,43,self-employed,60000,married,secondary,no,no,,,
5896,49,self-employed,60000,married,tertiary,no,no,,,
5897,79,retired,55000,married,secondary,no,no,,,
5898,65,retired,55000,married,secondary,no,no,,,
5899,61,unemployed,8000,married,primary,no,no,,,
5900,34,admin.,50000,married,tertiary,yes,yes,,,
5901,36,technician,60000,married,tertiary,yes,no,,,
5902,77,retired,55000,divorced,secondary,no,no,,,
5903,23,technician,60000,single,secondary,no,no,,,
5904,20,student,4000,single,secondary,no,no,,,
5905,61,management,100000,married,tertiary,no,no,,,
5906,28,student,4000,single,tertiary,no,no,,,
5907,55,technician,60000,divorced,secondary,no,yes,,,
5908,57,management,100000,married,tertiary,no,no,,,
5909,29,admin.,50000,single,tertiary,no,no,,,
5910,34,management,100000,married,tertiary,yes,no,,,
5911,50,technician,60000,divorced,secondary,no,no,,,
5912,36,admin.,50000,married,tertiary,yes,no,,,
5913,25,student,4000,single,tertiary,no,no,,,
5914,41,technician,60000,married,secondary,no,no,,,
5915,40,blue-collar,20000,married,secondary,no,no,,,
5916,74,retired,55000,married,primary,no,no,,,
5917,57,management,100000,married,unknown,no,no,,,
5918,38,technician,60000,single,secondary,no,no,,,
5919,45,housemaid,16000,married,secondary,no,no,,,
5920,53,admin.,50000,married,secondary,no,no,,,
5921,84,entrepreneur,120000,married,secondary,no,no,,,
5922,35,management,100000,married,tertiary,no,no,,,
5923,35,management,100000,married,tertiary,yes,no,,,
5924,56,housemaid,16000,divorced,secondary,no,yes,,,
5925,26,student,4000,single,secondary,no,no,,,
5926,41,management,100000,divorced,tertiary,no,no,,,
5927,35,technician,60000,divorced,secondary,yes,no,,,
5928,39,management,100000,married,tertiary,no,no,,,
5929,36,unemployed,8000,married,tertiary,no,no,,,
5930,95,retired,55000,married,secondary,no,no,,,
5931,36,technician,60000,married,tertiary,no,no,,,
5932,48,management,100000,married,tertiary,no,no,,,
5933,63,housemaid,16000,married,primary,no,no,,,
5934,54,management,100000,single,tertiary,no,no,,,
5935,34,housemaid,16000,single,secondary,no,no,,,
5936,41,admin.,50000,married,secondary,yes,no,,,
5937,61,management,100000,married,tertiary,no,no,,,
5938,31,technician,60000,single,secondary,no,no,,,
5939,59,management,100000,married,tertiary,yes,no,,,
5940,25,management,100000,single,tertiary,no,no,,,
5941,37,technician,60000,married,unknown,no,no,,,
5942,47,management,100000,married,tertiary,no,no,,,
5943,70,retired,55000,married,tertiary,no,no,,,
5944,44,blue-collar,20000,married,secondary,yes,no,,,
5945,37,management,100000,single,tertiary,yes,no,,,
5946,26,student,4000,single,secondary,no,no,,,
5947,30,admin.,50000,single,tertiary,no,no,,,
5948,28,management,100000,single,tertiary,no,no,,,
5949,54,management,100000,married,tertiary,no,no,,,
5950,54,management,100000,married,tertiary,no,no,,,
5951,50,blue-collar,20000,married,primary,no,no,,,
5952,39,admin.,50000,married,secondary,no,no,,,
